"";"Faculty_2";"Pos_2";"Contr";"ContractHours";"QTimeSpent_Res";"QTimeSpent_Tea";"TypeofResearch_1";"TypeofResearch_2";"TypeofResearch_3";"TypeofResearch_4";"Human";"ST_themes_1";"ST_themes_2";"ST_themes_3";"ST_themes_4";"ST_themes_5";"ST_themes_6";"OSCU";"Gen";"Age";"Nationality";"Prac_Aw_1_1";"Prac_Aw_1_2";"Prac_Aw_1_3";"Prac_Aw_1_4";"Prac_Aw_1_5";"Prac_Aw_1_6";"Prac_Aw_1_7";"Prac_Aw_1_8";"Prac_Aw_1_9";"Prac_Aw_1_10";"Prac_Aw_1_11";"Prac_Aw_1_12";"Prac_Att_1";"Prac_Att_2";"Prac_Att_3";"Prac_Att_4";"Prac_Att_5";"Prac_Att_6";"Prac_Att_7";"Prac_Att_8";"Prac_Att_9";"Prac_Att_10";"Prac_Att_11";"Prac_Att_12";"Prac_Beh_1";"Prac_Beh_2";"Prac_Beh_3";"Prac_Beh_4";"Prac_Beh_5";"Prac_Beh_6";"Prac_Beh_7";"Prac_Beh_8";"Prac_Beh_9";"Prac_Beh_10";"Prac_Beh_11";"Prac_Beh_12";"OS_re_use_1";"OS_re_use_2";"OS_re_use_3";"OS_re_use_4";"OS_re_use_5";"OS_re_use_6";"OS_re_use_7";"OS_re_use_8";"OppMat_1";"OppMat_2";"OppMat_3";"OppMat_4";"OppMat_5";"OppMat_6";"OppMat_7";"OppMat_8";"OppMat_9";"OppMat_10";"BarMat_1";"BarMat_2";"BarMat_3";"BarMat_4";"BarMat_5";"BarMat_6";"BarMat_7";"BarMat_8";"BarMat_9";"BarMat_10";"Supp_Sources_1";"Supp_Sources_2";"Supp_Sources_3";"Supp_Sources_4";"Supp_Sources_5";"Supp_Sources_6";"Supp_Sources_7";"Supp_Sources_8";"Supp_Sources_9";"Supp_Sources_10";"Supp_Sources_11";"Supp_Sources_12";"Supp_useful_1";"Supp_useful_2";"Supp_useful_3";"Supp_useful_4";"Supp_useful_5";"Supp_useful_6";"Supp_useful_7";"Supp_useful_8";"Supp_useful_9";"Supp_useful_10";"Supp_useful_11";"Supp_useful_12";"QPROFSELF_1";"QPROFSELF_2";"QPROFSELF_3";"QPROFSELF_4";"QPROFSELF_5";"QPROFSELF_6";"QPROFSELF_7";"QPROFSELF_8";"QPROFSELF_9";"QPROFSELF_10";"QPROFSELF_11";"QPROFSELF_12";"QPROFSELF_13";"QPROFSELF_14";"QSUCCESS_1";"QSUCCESS_2";"QSUCCESS_3";"QSUCCESS_4";"QSUCCESS_5";"QSUCCESS_6";"QSUCCESS_7";"QSUCCESS_8";"QSUCCESS_9";"QSUCCESS_10";"QSUCCESS_11";"QSUCCESS_12";"QSUCCESS_13";"QSUCCESS_14";"IdentityMat_1";"IdentityMat_2";"IdentityMat_3";"IdentityMat_4";"TRIPLE_Aw";"Q_TEAMBELONG_1";"Q_TEAMBELONG_2";"Q_TEAMBELONG_3";"Q_TEAMBELONG_4";"QTEAM_ROLE_1";"QTEAM_ROLE_2";"QTEAM_ROLE_3";"QTEAM_ROLE_4";"QTEAM_ROLE_5";"QTEAM_ROLE_6";"QTEAM_ROLE_7";"QTEAM_ROLE_8";"Q_Teamdiv_1";"Q_Teamdiv_2";"Q_Teamdiv_3";"Q_Teamdiv_4";"Q_Teamdiv_5";"Q_LEADER";"Q_TRIPLESUBUSE";"QTRIPLE_SUBNORM_1";"QTRIPLE_SUBNORM_2";"QTRIPLE_SUBNORM_3";"QTRIPLE_SUBNORM_4";"QTRIPLE_SUBNORM_5";"QTRIPLE_SUBNORM_6";"QTRIPLE_SUBATT_1";"QTRIPLE_SUBATT_2";"QTRIPLE_SUBATT_3";"QTRIPLE_SUBATT_4";"QTRIPLE_SUBATT_5";"QTRIPLE_SUBATT_6";"QTRIPLE_LEADUSE";"Q_TRIPLE_LEADREL_1";"Q_TRIPLE_LEADREL_2";"Q_TRIPLE_LEADREL_3";"Q_TRIPLE_LEADREL_4";"Q_TRIPLE_LEADREL_5";"Q_TRIPLE_LEADREL_6";"QTRIPLE_LEADATT_1";"QTRIPLE_LEADATT_2";"QTRIPLE_LEADATT_3";"QTRIPLE_LEADATT_4";"QTRIPLE_LEADATT_5";"QTRIPLE_LEADATT_6";"Q_FUTCAR_1";"Q_FUTCAR_2";"Q_FUTCAR_3";"Q_FUTCAR_4";"Q_FUTCAR_5";"Q_FUTCAR_6";"Q_LEARN";"Q_DIFFICULTY"
"674";6;1;1;27;2;3;1;NA;1;NA;3;1;NA;NA;NA;NA;NA;2;3;23;2;2;2;1;1;2;2;1;2;2;2;2;1;3;4;4;2;4;4;5;3;5;1;3;4;3;1;5;5;2;4;5;2;1;5;3;2;NA;NA;1;1;1;1;1;NA;3;2;4;5;4;4;4;2;1;3;4;3;2;2;4;5;1;4;3;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;5;4;2;4;1;3;5;2;4;5;5;5;3;3;5;2;1;1;3;5;3;5;2;1;4;3;3;3;5;5;4;5;5;2;2;3;2;3;5;1;5;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;4;3;4;1;5;NA;NA;NA;NA;NA;NA;4;1;5;3;5;1;4;5
"675";4;3;2;1;4;5;NA;1;1;NA;3;NA;1;NA;1;1;NA;1;1;32;2;1;1;2;1;2;1;2;2;1;1;2;2;3;2;3;1;1;6;2;1;4;5;6;1;1;5;5;5;4;3;1;4;4;4;3;3;1;NA;NA;NA;NA;NA;NA;NA;3;3;2;4;2;5;4;2;4;2;5;5;1;3;2;3;3;5;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;3;3;4;3;4;4;1;4;1;5;5;1;2;3;4;1;5;5;4;4;2;4;3;5;3;2;4;1;2;1;3;4;2;4;2;4;2;1;2;1;4;5;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;2;2;4;3;3;NA;NA;NA;NA;NA;NA;1;2;3;2;3;2;5;5
"676";2;7;4;34;4;2;1;1;1;1;3;1;NA;NA;NA;NA;NA;2;3;23;2;1;2;1;1;1;2;2;2;1;1;2;2;6;4;3;4;4;1;3;3;6;6;6;6;1;2;1;3;1;2;5;1;3;5;1;2;1;NA;NA;NA;NA;NA;NA;NA;1;5;3;1;3;3;1;3;4;3;1;1;5;4;3;5;4;1;3;3;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;3;1;4;1;2;3;3;2;1;4;4;5;4;4;2;4;2;2;2;5;5;2;5;3;5;3;1;2;3;3;4;4;3;3;1;5;4;2;5;2;4;4;2;4;4;1;1;1;NA;1;2;2;2;3;4;1;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;4;4;3;5;5;2
"677";4;1;2;20;1;4;NA;NA;NA;NA;NA;NA;1;1;1;NA;1;1;2;65;1;2;2;1;1;1;1;1;1;2;2;1;1;5;5;1;6;6;2;2;2;6;1;4;4;3;1;5;1;5;1;3;3;1;4;2;2;NA;NA;NA;NA;NA;1;1;NA;2;4;1;5;1;2;4;2;4;4;2;3;5;2;3;5;5;4;3;4;NA;1;NA;1;1;1;NA;NA;NA;1;NA;NA;NA;2;NA;1;3;4;NA;NA;NA;2;NA;NA;1;3;1;5;5;3;4;3;3;4;1;5;4;5;5;3;1;2;4;3;4;1;1;2;4;4;2;2;5;4;2;5;4;3;3;5;1;3;3;1;4;5;2;1;3;1;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;2;3;3;3;2;NA;NA;NA;NA;NA;NA;4;2;5;4;2;4;2;3
"678";8;4;4;28;4;6;1;1;1;1;1;1;NA;NA;NA;NA;NA;1;2;3;2;1;2;1;2;1;2;1;2;2;2;1;2;2;1;2;3;1;3;4;2;5;2;4;2;3;4;5;4;1;2;1;1;2;4;2;3;1;NA;NA;NA;NA;NA;NA;NA;1;1;4;4;5;2;1;3;3;5;3;3;3;4;5;2;3;1;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;2;3;4;1;3;1;2;4;1;3;1;4;5;3;4;2;1;2;2;5;2;4;2;4;1;1;4;1;3;5;5;3;3;4;4;2;4;4;1;1;5;5;5;1;NA;NA;1;1;2;3;1;3;3;2;2;3;1;1;6;5;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;3;2;1;5;2;4
"679";4;4;4;14;3;4;1;NA;1;1;3;1;NA;NA;NA;NA;NA;1;2;77;1;1;1;1;2;1;1;2;1;1;1;2;2;2;3;5;2;5;4;3;6;3;1;3;6;3;5;2;5;1;1;2;3;3;5;3;2;1;NA;NA;NA;NA;NA;NA;NA;1;5;5;2;5;3;1;5;1;4;2;1;5;3;4;2;3;3;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;1;3;5;2;4;4;2;3;5;2;4;2;2;2;5;5;2;3;1;1;2;5;4;5;5;1;3;5;4;5;3;4;5;3;5;2;1;4;5;2;2;5;NA;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;4;2;2;2;5;NA;NA;NA;NA;NA;NA;2;3;4;4;5;1;3;4
"680";6;4;3;13;1;4;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;2;3;92;1;2;2;1;1;2;1;1;2;1;1;2;1;4;5;5;4;4;2;3;2;6;1;5;5;5;3;4;5;5;3;5;5;3;1;5;2;1;NA;NA;NA;NA;NA;NA;NA;4;4;2;1;5;3;3;1;2;1;2;4;4;3;2;1;1;1;5;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;2;3;5;1;1;5;2;5;5;3;4;5;3;1;5;4;5;4;3;2;1;4;2;2;1;4;3;4;2;3;4;3;4;3;3;4;2;4;3;5;3;2;5;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;1;3;4;3;1;1;6;3;6;2;2;2;5;1;5;1;1;3;4
"681";5;1;1;39;4;3;NA;1;NA;1;2;1;NA;NA;NA;NA;NA;1;3;4;1;2;1;2;2;1;2;1;2;1;1;2;2;5;4;3;2;3;5;6;5;1;5;4;2;1;4;5;4;3;5;5;4;5;5;4;3;NA;NA;1;NA;1;NA;1;NA;2;1;4;1;5;4;4;4;1;2;3;2;1;1;4;2;3;4;1;2;NA;1;1;NA;NA;1;1;1;1;NA;NA;1;NA;5;4;NA;NA;3;2;1;3;NA;NA;1;4;4;5;5;3;5;1;4;2;2;1;3;5;3;4;3;5;4;5;5;2;3;2;4;5;2;4;3;4;3;3;3;3;4;3;3;5;1;4;5;1;4;4;5;5;NA;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;3;4;1;3;3;5;4;3;6;1;1;3;4;4;3;4;3;1;2
"682";2;2;1;11;1;5;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;3;17;2;2;1;1;2;2;1;1;1;2;2;2;2;1;1;3;4;1;1;4;2;1;4;6;5;2;5;4;2;3;3;1;5;4;4;2;2;1;NA;NA;NA;NA;NA;NA;NA;4;1;4;4;5;2;4;3;5;1;4;2;5;3;3;4;3;1;5;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;3;3;4;5;1;1;3;5;1;3;5;5;4;5;1;3;3;2;4;2;1;2;5;3;5;5;3;4;1;3;5;3;5;3;2;5;3;5;3;1;4;NA;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;5;1;2;5;1;4;2;4;6;6;1;1;2;1;1;3;1;5;5
"683";2;3;1;0;4;6;1;NA;NA;1;2;NA;1;NA;NA;1;NA;2;3;98;1;2;1;1;2;2;2;2;1;2;2;2;1;1;2;2;4;2;1;6;5;2;1;6;3;3;1;2;4;3;1;2;3;5;5;2;1;NA;NA;NA;1;NA;NA;1;NA;1;2;5;2;5;5;1;1;2;4;1;5;2;3;5;4;1;3;5;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;4;4;3;4;5;4;3;2;4;1;2;5;2;4;3;3;5;3;1;2;4;1;3;1;3;4;2;2;5;4;1;4;2;5;3;1;1;2;1;3;1;1;1;1;1;NA;1;1;2;1;4;3;5;4;1;4;6;6;5;4;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;4;1;4;2;1;3
"684";4;7;3;31;1;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;2;35;1;2;1;1;2;2;1;2;2;2;1;1;1;1;6;3;5;5;1;4;5;3;6;1;6;4;2;5;3;2;3;4;4;2;5;3;5;1;NA;NA;NA;NA;NA;NA;NA;4;4;2;4;4;4;1;4;5;1;4;5;4;2;5;1;2;4;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;3;4;2;5;3;3;5;2;1;5;2;2;5;4;3;1;1;1;5;3;4;5;1;1;5;5;1;3;5;4;3;3;1;2;2;1;3;4;1;4;3;2;1;1;NA;NA;NA;1;2;1;5;3;4;4;4;3;4;5;3;2;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;2;3;4;3;4;1
"685";7;2;3;38;5;2;1;NA;NA;1;3;1;NA;NA;NA;NA;NA;1;1;84;1;1;2;1;2;2;2;1;2;2;2;1;1;4;6;4;5;6;5;4;2;3;5;3;6;2;3;2;3;5;4;2;4;1;4;1;4;1;NA;NA;NA;NA;NA;NA;NA;5;1;1;1;4;4;1;2;4;2;1;4;5;2;3;2;5;4;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;5;1;5;5;5;4;3;4;5;1;3;1;5;5;2;5;5;2;2;2;3;5;1;4;5;5;4;5;3;2;5;3;1;5;3;4;3;5;5;4;1;3;5;1;NA;NA;1;1;2;1;5;5;3;5;5;2;1;2;6;4;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;5;3;5;4;1;3
"686";6;4;2;22;4;5;1;1;1;1;3;1;NA;NA;NA;NA;NA;1;2;34;1;2;2;1;1;1;2;2;1;1;2;1;2;1;6;6;5;1;2;1;2;4;1;1;6;4;1;1;1;4;2;2;4;4;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;5;3;1;2;5;5;1;5;3;5;4;1;1;5;1;3;3;3;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;2;1;4;5;2;5;2;5;2;2;5;1;1;1;3;5;5;5;2;4;3;2;1;4;4;5;2;1;3;5;1;5;1;4;5;1;3;2;1;3;5;5;5;NA;1;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;3;2;4;3;5;1;5;1;3;5;2;5;1;5;1;1;1;4
"687";2;6;4;8;6;6;1;1;1;1;2;1;NA;NA;NA;NA;NA;1;3;89;1;1;2;1;1;1;1;1;1;2;1;1;2;2;4;4;5;2;5;5;2;1;3;6;1;3;3;1;4;5;3;2;5;5;1;1;3;1;NA;NA;NA;NA;NA;NA;NA;4;2;2;4;2;4;5;5;3;3;5;1;1;3;5;2;2;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;4;4;3;1;2;1;1;5;5;2;3;3;4;4;1;2;5;1;2;3;2;3;5;5;5;4;4;3;5;2;5;5;1;2;2;4;4;1;5;3;2;4;5;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;3;4;2;NA;NA;NA;NA;NA;NA;4;5;3;3;5;5;2;4
"688";2;1;3;8;2;5;1;1;1;1;2;NA;NA;1;1;NA;1;1;1;78;1;1;1;1;1;1;1;1;2;1;1;1;2;3;3;5;2;1;3;2;4;6;4;5;4;2;2;2;5;4;4;3;1;4;1;4;3;1;NA;NA;NA;NA;NA;NA;NA;4;5;3;2;3;1;1;3;2;5;2;3;5;1;1;4;2;4;2;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;2;1;1;1;2;1;4;4;4;5;5;3;1;3;2;1;3;4;2;3;2;4;1;2;3;4;1;4;4;3;3;2;5;5;2;3;5;1;1;3;4;1;1;1;1;NA;2;1;1;2;5;3;2;5;4;3;4;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;1;5;1;3;2;2
"689";5;3;4;24;4;6;NA;NA;1;1;3;1;NA;NA;NA;NA;NA;1;2;5;2;1;1;2;1;2;2;1;1;1;2;2;1;4;6;1;6;6;2;3;6;1;5;5;3;3;2;4;4;2;5;4;4;2;5;2;1;1;NA;NA;NA;NA;NA;NA;NA;3;4;5;1;3;1;3;1;4;3;1;5;2;5;5;5;2;2;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;3;1;3;2;2;4;1;5;5;5;5;5;1;2;5;3;2;3;2;3;3;4;3;4;4;5;3;4;4;5;1;4;2;5;2;1;1;3;1;2;2;3;1;1;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;4;2;4;3;NA;NA;NA;NA;NA;NA;4;4;4;2;2;4;2;3
"690";4;1;4;13;6;5;1;1;1;1;2;1;NA;NA;NA;NA;NA;2;1;79;1;2;2;1;2;2;1;2;2;1;1;2;1;6;4;2;5;5;4;2;3;4;5;6;2;3;1;4;4;4;2;1;5;4;2;2;5;NA;NA;1;NA;NA;1;NA;1;2;4;2;1;5;1;4;4;4;5;2;1;5;3;1;4;2;3;4;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;1;4;2;1;5;4;3;1;3;2;4;4;1;1;3;5;3;5;4;1;1;5;4;2;1;4;3;1;3;4;3;2;4;5;5;3;1;5;1;1;3;2;5;NA;1;NA;1;NA;2;3;2;5;5;1;4;4;5;1;2;6;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;5;3;1;2;3;4
"691";3;1;1;39;5;6;1;1;1;1;2;NA;NA;NA;1;1;NA;2;3;56;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;3;5;6;5;4;6;3;2;6;1;4;5;5;3;5;5;3;5;1;5;2;2;NA;1;1;1;1;1;1;1;2;1;4;3;1;4;2;1;2;5;5;5;2;4;3;4;5;3;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;3;5;5;4;2;2;2;4;5;1;3;3;2;4;2;3;1;1;1;3;4;2;5;3;3;4;1;2;4;1;5;3;5;2;5;5;4;5;2;4;3;1;2;1;1;1;1;1;2;1;2;4;3;5;2;4;2;1;2;4;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;5;4;4;2;3
"692";2;1;4;31;5;4;1;NA;1;1;3;1;NA;NA;NA;NA;NA;2;3;1;1;1;1;2;1;2;1;2;2;2;1;2;1;4;1;4;5;3;2;1;4;2;4;2;5;2;3;3;3;3;5;2;5;4;4;3;3;1;NA;NA;NA;NA;NA;NA;NA;5;2;2;3;4;2;1;5;3;1;3;2;3;4;2;4;1;4;4;1;NA;1;1;1;NA;NA;1;1;1;1;NA;1;NA;5;3;3;NA;NA;2;1;2;3;NA;1;5;5;5;4;3;1;2;1;4;1;4;3;3;4;1;2;4;2;1;3;5;3;1;2;3;2;1;1;5;5;1;3;3;2;1;5;2;5;4;2;3;3;5;1;1;NA;1;1;NA;NA;2;3;3;1;1;1;4;5;4;4;6;6;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;2;2;2;1;4
"693";6;6;4;38;1;3;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;2;2;49;2;2;1;1;1;2;2;2;2;1;1;1;1;2;4;3;2;2;3;6;4;2;1;4;1;3;1;2;3;4;1;4;3;3;5;2;2;1;NA;NA;NA;NA;NA;NA;NA;1;4;4;1;3;1;3;1;4;2;1;2;5;3;1;2;2;1;2;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;1;5;3;3;3;2;2;4;5;4;5;5;3;4;1;5;2;2;4;2;2;1;1;4;3;5;3;5;2;4;2;4;3;3;4;1;1;3;1;3;2;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;4;2;4;2;1;3;1;6;6;5;1;1;3;1;5;1;1;4
"694";6;5;1;8;3;1;NA;1;1;NA;1;1;NA;NA;NA;NA;NA;1;1;30;2;2;2;2;1;1;1;2;2;2;1;1;1;4;2;2;2;1;6;1;6;3;4;3;6;1;5;3;1;4;2;1;5;5;1;4;1;NA;1;NA;1;NA;NA;NA;NA;2;3;5;2;5;4;2;1;1;5;5;5;5;3;1;5;5;4;2;1;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;5;5;NA;NA;2;4;5;3;4;2;5;4;1;4;3;5;2;2;2;3;2;4;3;1;4;4;5;5;1;1;4;5;1;3;5;2;4;5;5;1;2;5;2;2;5;2;3;5;4;NA;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;5;1;2;5;5;3;1;1;6;6;3;1;5;4;3;1;4;5;5
"695";7;3;2;14;3;5;1;NA;1;1;2;1;NA;NA;NA;NA;NA;1;2;40;2;1;2;2;1;2;1;1;2;2;2;2;2;4;3;4;4;2;1;5;5;3;5;2;6;4;1;1;1;5;4;3;5;3;2;1;5;NA;1;1;NA;NA;NA;1;1;5;1;1;2;3;2;5;3;1;4;4;2;1;4;5;3;2;1;1;1;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;5;3;1;3;2;3;4;1;1;4;3;4;2;4;2;1;2;3;1;4;5;1;5;2;2;2;5;5;3;3;3;2;2;2;1;4;5;4;5;1;2;2;2;2;5;1;NA;1;1;1;2;1;5;5;5;2;3;1;6;6;6;3;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;3;5;3;5;4;5
"696";5;1;2;19;4;3;1;1;NA;1;2;1;NA;NA;NA;NA;NA;2;1;38;2;2;1;2;2;1;1;1;1;1;2;1;2;2;6;6;3;1;1;5;4;2;3;2;1;2;2;3;5;2;3;4;1;3;1;4;3;NA;NA;NA;NA;1;1;1;NA;5;2;5;4;2;5;3;5;1;2;5;3;1;2;2;5;3;5;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;5;3;2;5;3;3;1;3;4;3;2;2;5;1;5;5;4;2;4;4;3;1;1;3;3;4;2;3;2;4;1;1;3;1;2;5;4;4;5;4;5;3;1;1;1;1;1;2;1;1;5;5;1;5;5;1;6;2;5;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;5;1;1;5;5
"697";6;3;2;10;2;3;1;NA;1;1;1;1;NA;NA;NA;NA;NA;1;3;9;2;1;1;1;2;2;1;1;1;2;1;1;2;3;3;4;4;1;1;6;4;5;2;6;4;5;1;1;3;5;2;5;5;2;5;2;3;NA;NA;1;NA;NA;1;1;NA;2;5;5;4;3;1;4;1;2;3;1;1;1;1;5;2;1;4;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;5;4;3;5;4;5;1;4;1;4;1;1;2;4;1;4;1;2;3;1;1;2;3;1;3;4;3;4;3;5;2;3;1;4;1;4;4;2;3;5;2;1;3;NA;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;2;3;4;5;5;4;2;5;3;4;4;5;4;5;2;1;4;3;4
"698";3;5;1;15;4;1;1;1;1;1;2;1;NA;NA;NA;NA;NA;2;1;87;2;1;1;1;2;1;1;2;1;1;1;2;2;6;3;5;5;4;4;3;1;3;2;5;4;1;2;5;1;4;2;3;3;5;1;4;3;1;NA;NA;NA;NA;NA;NA;NA;3;4;3;4;5;3;1;3;4;4;1;3;4;4;5;1;5;4;2;2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;2;NA;4;4;5;4;3;1;4;2;5;3;3;2;2;3;1;2;1;3;5;1;5;3;4;2;5;1;4;1;1;3;5;4;2;2;4;3;1;2;5;2;4;1;3;5;4;NA;1;1;1;1;2;2;5;1;5;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;4;4;2;2;5
"699";1;5;1;19;6;6;1;1;1;1;3;1;NA;NA;NA;NA;NA;1;3;9;2;1;2;1;1;2;2;1;2;2;2;2;1;3;4;2;3;4;1;5;2;2;5;1;2;3;5;4;1;4;4;1;5;2;1;3;1;NA;1;NA;1;NA;NA;NA;NA;2;2;4;3;5;1;1;3;3;1;1;2;1;4;1;1;1;5;2;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;2;5;5;5;5;2;4;1;4;4;2;5;2;3;5;5;4;4;3;3;5;3;2;3;1;3;3;4;1;2;5;4;2;2;4;1;1;4;5;1;2;5;2;5;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;5;5;1;3;2;3;1;1;3;2;5;5;1;1;4;4;1;4;3
